title,body,url,is_ad,is_side_job,is_failure,length
취업 vs 사업,"24/03/29 07:57
학교를 다니다가 쇼핑몰을 시작으로 프랜차이즈를 운영중인 재학생입니다.
현재 가맹점은 35곳 정도 오픈하고 전국에 150개 매장을 목표로 하고 있습니다.
최근 비교적 빠른 속도로 확장 중이라 함께하고 있는 팀원으로 감당하기 어려운 업무량이 쏟아지고 있습니다.
구인플랫폼에 공고를 등록하기 전 사업에 관심이 있는 분, 프랜차이즈 초창기를 함께 해볼 분을 만나고자 이 글을 작성합니다.
현재 저희 팀원은 모두 전대생으로 학교를 다니다가 만나 프랜차이즈 본사를 함께 운영하고 있습니다.
단순히 구인구직을 통해 만난 인연이 아니다보니, 서로가 적극적으로 임하여 좋은 성과를 만들고 있다고 생각합니다.
고객 CS 상담, 브랜드 홍보를 위한 SNS 마케팅, 가맹점 오픈공사 등 여러 업무를 함께 할 분을 만나고 싶습니다.
취업과 사업 등 여러가지 길에 고민인 분은 저와 대화 나눠보면 좋겠습니다.
관심 있는 분은 댓글 또는 쪽지 바랍니다.
근무하는 모든 시간에 페이를 드리고 있습니다.
(알수없음)",https://everytime.kr/386037/v/337545235,False,True,False,510
보카바이블 세트 (2권),"25/07/02 00:36
23000 책에 표시 없어요
많은 도윰이 된 책입니다!",https://everytime.kr/377489/v/384451349,False,False,False,45
유치초등 화상 영어 선생님 모집,"21/10/29 14:06
화상영어선생님 모집합니다!
★재택가능/파트타임/Only수업(상담x)/가이드제공★
(학력무관, 관련 전공자 및 경력자 우대)
요일 : 월-금 ( 자율선택가능)
(대체공휴일, 주말 수업x)
시간 : 17:00-22:00
(자율선택 가능)
수업 :
1) 유치영어 / 25분 수업 / 1:2 /1시간기준 9500원~10000원)
2) 초등영어 / 50분 수업 / 1:4 /1시간기준 9500원~10000원)
지원방법 : 회사홈페이지(http://esedu.co.kr/presentation_apply/?root=recommend)를 통해 채용 설명회 신청
*신청 시 이름 옆에 (영어) 반드시 기입!!
ex) 김에타(영어)
문의 : 카카오톡 오픈채팅 ""ES(화상영어/수학)""( https://open.kakao.com/o/srWoNHCd)혹은 1800-8297 로 전화(평일 13시-22시)",https://everytime.kr/375182/v/216111419,True,True,False,453
💚 인액터스 '비글리'와 함께할 팀원을 찾습니다 💚,"23/09/01 17:58
🍎 안녕하세요! 인액터스 전남 소속 프로젝트 ‘비글리’팀입니다.
🍎 비글리는 '못난이 작물'을 업사이클링하여 사회적 가치를 실현하는 프로젝트입니다.
🍎 현재 저희 비글리는 친환경/유기농 건강 과일 간식칩 ’Fruity Day’ 여름 / 가을이 생산 완료됐으며 ‘메이빌리지’, ‘스마트스토어’ ‘카페 Vibe’ 등에서 판매를 진행하고 있습니다!
🍎 저희 비글리는 앞으로 프루티데이 제품 판매&마케팅 및 추가적인 못난이 농산물을 이용한 신제품 개발 등을 진행할 예정입니다.
🍎 이처럼 못난이 농산물을 활용한 제품을 제작하여 사회적 가치를 실현하고, 푸드 리퍼브를 실천하는 비글리 팀으로 함께할 팀원을 모집하고 있습니다!
💚비글리 프로젝트에 추천합니다💚
- 창업과 환경에 관심이 있으신 분
- 농식품에 관심이 있고 다양한 아이디어를 가지신 분
- 디자인 관련 자격증이 있거나 디자인 및 마케팅 활용 능력이 좋으신 분
- 영업 / 마케팅 / 대외협력 / 디자인 등 다양한 분야를 경험해보고 싶으신 분
- 비글리에 관심이 있으며 뜨거운 열정을 지니신 분
💚모집은 9/10 (일) 18:00까지로 자세한 내용은 카드뉴스를 참고해주세요!
🍎 수상실적
🏅2021 전남대학교 LINC+ 사업화 경진대회 최우수상
🏅2021 전남대학교 LINC+ 창업동아리 아이디어 경진대회 장려상
🏅2021 전남대학교 LINC+ 창업동아리 평가회 A등급
🏅2021 전남대학교 LINC+ 2021 광주형 All-set 지원사업 선정
🏅2021 전남대학교 창업아이템 경진대회 우수상
🏅2021 사회적경제혁신성장사업 아이디어 공모전 대상
🏅2021 창업스타 아이디어 경진대회 장려상
🏅소셜 아이디어 리얼라이즈 공모전 최우수상
🏅지역사회문제해결 동아리 경진대회 은상
🏅2021 CNU-Start Up 경진대회 최우수상
🏅지역사회문제해결 동아리 경진대회 은상
🏅2022.01~02 오마이컴퍼니 크라우드 펀딩 진행, 409% 달성
🏅2022 아이디어 팩토리 지원사업 선정
🏅2022 소셜벤쳐 동아리 지원사업 선정
🏅2022 사회공헌 파트너스 데이 장려상
🏅2022 전라북도 여성창업경진대회 최우수상
🏅2022 광산구청 소셜벤쳐 창업아이디어 경진대회장려상
🏅2022 전남대학교 창업아이디어 경진대회 최우수상
🏅2023 인액터스 National Competition Final 진출
🏅2023 하나소셜벤처 유니버시티 지원사업
👣프로젝트 진행 중/'프루티데이' 제품 판매 중
🟡 인액터스 전남 (비글리 소속) 지원서 제출 기간 🟡
(비글리는 ‘인액터스 전남’ 소속으로, 본 링크를 참고하여 신청 부탁드립니다.)
- 모집일자: 8/25(금) ~ 9/10(일) 18시까지
- 지원방법: 인액터스 전남대 블로그에서 지원서 다운로드 및 작성 후, enactusjnu@naver.com으로 제출
- 지원서 링크: https://blog.naver.com/profile/intro.naver?blogId=enactusjnu
- 인액터스 12기수 Q&A 오픈채팅방: https://open.kakao.com/o/gry7H8Cf
- 인액터스가 더 궁금하시다면?: https://instagram.com/enactus_jnu
- 문의 : 비글리 인스타 계정 DM @begly_official",https://everytime.kr/375182/v/314640283,True,True,False,1596
부업하는 사람 있어?,"25/07/29 19:11
노트북으로 부업 시작해보려고 하는데 쉽지않네..ai쇼츠나 블로그 같은거 생각해보고 있긴 한데 잘 모르겠어
이 글은 댓글이 달린 이후에는 수정 및 삭제가 불가능하므로, 작성하신 댓글이 삭제될 우려가 없어요.
보다 많은 학우들에게 도움이 될 수 있도록 정성이 담긴 답변을 부탁드려요.",https://everytime.kr/375209/v/386041044,False,True,False,171
지금 알바 3개 하고 있는데 너무 힘들다,"(알수없음)
23/04/12 16:50
ㅠㅠ 나도 좀 뭐라도. 잘 해서 부업으로 뭐 하고싶어,,,, 너무 힘들어 ㅠㅠ 몸이 죽을 거 같아",https://everytime.kr/375208/v/298214620,False,True,False,76
2생식당 공간에 카페?,"전대신문
23/09/01 17:32
2년 넘게 외부업체의 입찰만 기다리던 제2학생마루(2생)식당이 사라지고 그 자리에 농생대 2호관에 위치한 카페아띠가 확장 이전될 예정이다. 대학본부(본부)는 카페에서 간편식을 판매하는 것으로 2생식당을 대체하겠다는 입장이지만, 2생식당의 운영만 기다리던 학생들은 간편식이 학생식당을 대신할 수는 없다고 입을 모은다.
기사를 더 보고 싶다면? 링크 클릭✔️
https://press.cnumedia.jnu.ac.kr/news/articleView.html?idxno=21085",https://everytime.kr/529283/v/314636810,True,True,False,285
🍪혜이가 만든 쿠키~🍪,"23/04/27 14:07
프리미엄 수제 디저트 전문점, 1인 베이크샵 혜이쿠키입니다:)
혜이쿠키는 건강을 생각하는 디저트, 오래오래 다시 생각나는 디저트를 만듭니다.
📍벨기에산 프리미엄 초콜릿, 프랑스산 전통 크림치즈 등 고급재료만을 사용해요:)
📍기분좋은 단맛으로 호불호가 갈리지 않아 소중한 사람을 위한 선물로도 좋습니다:)
‼️스마트스토어 오픈기념, 지금 주문시 초콜릿 마들렌 무료증정, 리뷰 작성시 포인트 지급 이벤트를 진행 중입니다‼️
[판매상품]
📌플레인 휘낭시에 : 2700원
📌무화과 크림치즈 휘낭시에 : 3000원
📌다크초콜릿쿠키 : 4000원
📌코코아호두쿠키 : 4000원
📌오레오스모어쿠키 : 4000원
❗️디저트 구매시 박스, 리본 무료제공해 드려요❗️
<이런분들께 추천드려요>
1️⃣공부로 당이 부족한 학생분들
2️⃣간식을 즐겨먹는 디저트 러버분들
3️⃣커피와 함께먹을 디저트를 찾고있는 커피 러버 분들
4️⃣부담스럽지 않은 식사대용 간식을 찾고있는 분들
5️⃣선물하기 좋은 디저트를 찾고있는 분들
스마트스토어에서 혜이쿠키 시그니쳐 디저트를 취향대로 골라보세요💕
https://naver.me/FBDX1sh9
(알수없음)",https://everytime.kr/375182/v/300713908,True,True,False,585
유튜버 이름 찾아줄사람,"(알수없음)
25/06/09 22:22
일단 엄청 마르고 몽글몽글한 분위기가
추구미이신 분 . 남친 있는데 금발장발? 에 옹주인가 남친이름을 그렇게 불렀던 것 같고 나이차 꽤 났던 것 같음
치아교정기 하셨던걸로 기옥나고
엄청 수수한 느낌 타투있으셨던것같기도하고..
처음은 유튜브 이제 막 유명해지던 쯤
학생부터 유튜브 시작하셔서
메이크업 영상 위주 였음
그리고 다이어트법 으로도 유명했던 것 같은데
1일 1식을 샐러드로만 + 빡센운동 병행
막 이런 내용이었음
좀 뜸하다가
성인 되시고나서부터 엄청 나른하고 감성적인 영상분위기로 바뀌었고 친구랑 같이 사는데
막 집청소하는 영상 이런거 있고..
마음을 잘 다스리는 법 이라던가 책 추천이라던가
좀 이런 내면적인 내용의 감성적인 영상 으로 바뀌었덬것샅은데
본인어머니가 지어주신 애칭? 같은걸로 쇼핑몰? 쇼품샵? 온라인으로 냈던 것 같음 유하..? 였나 아닌것같은디
제발 기억나는 사람 제벌 부탁해
(알수없음)",https://everytime.kr/375208/v/382380248,False,True,False,477
여자 최애 쇼핑몰,"25/06/07 16:58
하나씩 적어주고 가주랑",https://everytime.kr/375208/v/382163531,False,True,False,27
정상인들끼리 싸우지마라,"24/11/12 23:35
저런 거 오픈카톡에만 수십개고 다른 데서도 계정 쉽게 산다
꼬라지보니까 20명 남짓이 계속 글쓰고 추천누르고 하는구만
(알수없음)",https://everytime.kr/375208/v/359823882,False,False,False,87
"尹, 독일 대신 호남 등 지방 간다…""첨단산업·문화복합단지 구상""","24/02/15 14:11
https://n.news.naver.com/article/025/0003341454?sid=100
정부는 구체적인 호남 발전 방안을 마련 중이다. 익명을 원한 여권 관계자는 광주를 예로 들며 “차세대 자동차 연구소, AI(인공지능) 연구원 등의 건립을 검토하고 있다”며 “문화 관련 국립 시설도 만들 것”이라고 말했다. AIㆍ모빌리티 산업 육성은 광주 지역의 숙원사업이다.
윤 대통령은 대선 때부터 호남에 각별한 공을 들여왔다. 대선 당시 전남 친환경 재생에너지 산업벨트 조성, 고흥 우주·항공산업 클러스터 구축을 비롯한 전남지역 공약을 발표했다. 전북지역 공약으로는 새만금의 국제공항 조기 착공과 국제투자진흥지구 지정 등을 제시했다.
=============
단순히 허언이라고 듣고 넘길수 없는게
새만금에는 LG나 SK같은 국내 굴지의 2차전지 기업들의 투자가 윤 정권 출범 이후로 10조원 규모의 투자가 이뤄졌고
광양만권에도 율촌산단 등지에 포스코퓨처엠 양극재 공장이 수조원 규모의 투자를 받고 LG에너지솔루션이나 그 외의 해외 국가들을 상대로 수출 판로를 여는 중임.
광주도 3대 복합쇼핑몰 유치하고, AI 인공지능, 미래 모빌리티 연구소 유치하고 첨단산업 육성으로 한발 더 나아가야... 영원히 갇혀있으면 발전할 수 없음.",https://everytime.kr/482730/v/330618899,False,True,False,648
오늘자 복합쇼핑몰 3자협의안,"23/10/10 23:14
금호월드 요구안
1.금호월드 매입해라
2.금호월드 매장내에 신세계 브랜드 입점시켜라.
진짜 개쓰레기 단체
매장관리 이렇게 하면서 백화점 브랜드 입점시켜라 ㅋㅋㅋㅋㅋㅋㅋ
저번달에 찍은거 맞다
(알수없음)",https://everytime.kr/375208/v/318808222,False,True,False,127
📌 인스타 릴스 영상 편집 알바 찾습니다,"25/11/26 15:40
안녕하세요! 인스타그램 릴스용 영상 편집을 도와주실 분을 찾고 있습니다.
✅ 작업 내용
인스타 릴스 영상 편집 (1분 이내, 1개)
희망 길이: 30~40초 중심
참고 자료 및 기획안 제공됨
톤앤매너 맞춰 영상 구성/자막/효과 적용
✅ 기간 및 일정
제작 기간: 11/29 ~ 12/7
12/3-4까지 1차 시안 맞춰 주실 수 있으신분 우대
✅ 페이(비용)
15만원 (건별/총액)
✅ 근무 형태
100% 재택, 비대면 협업
✅ 우대사항
쇼츠/릴스/TikTok 편집 경험자
트렌디한 편집 감각 보유자
피드백 반영 빠른 분
✅ 참고 예시 영상
https://www.instagram.com/p/DG18RmCAB95/?igsh=NW50MHByOWRnNmdw
✅ 지원 방법
구글 지원 폼: https://forms.gle/fhvy73mNcnqSppPL9",https://everytime.kr/424589/v/394836211,False,True,True,432
기숙사생은 싸이버강의 어떡함??,"(알수없음)
20/03/05 20:29
3/16부터 3/27일까지 싸이버강의 재택수업한다는데
나같은 먼 지역에서 오는 20학번 신입생은 어떡함??
3/15일까지 기숙사 입소해서 싸이버강의 듣는거임??
아니면 광주 안 가고 내 집에서 싸이버강의 듣는거임??",https://everytime.kr/375208/v/107590920,False,True,False,142
,"20/03/02 16:11
국립대인데 교육부 피셜이 저래뜨면 재택수업 한다고 봐야댐",https://everytime.kr/375210/v/106829701,False,True,False,46
지구의이해 ㄱㅇㅁ 과제,"20/09/02 14:01
저번학기에도 재택수업과제물 있었어? 교재안사려했는데 과제하는데 필요한가 싶어서",https://everytime.kr/375208/v/140668571,False,True,False,58
🎓전남대 졸업식 플로랄데이즈 예약 및 교내픽업안내,"24/02/23 17:40
안녕하세요.
생화전문 온오프라인플라워샵 플로랄데이즈입니다.
플로랄데이즈는 신가점, 첨단점(보이저첨단)과
온라인 스마트스토어를 함께 운영중인 생화전문플라워샵입니다.
작년 5월 봉지에서 플리마켓 진행하며 전대 학우분들과 꽃으로 소통했던 그 업체입니다^^
v 인스타그램: @ floraldays_flowershop
v 블로그: https://blog.naver.com/floraldays_flower
v 예약방법: 네이버 '플로랄데이즈'검색 후 네이버예약(날짜, 시간, 사이즈, 옵션 등 선택가능)
: 요청란에 전남대학교 배송요청(9시 30분 김** 픽업으로 작성부탁드려요.)
v 픽업방법: 졸업식 당일 오전 9시 30분~10시 공대 시계탑앞 네이버 예약내역 확인 후 전달.
2024년 2월 26일 월요일 전남대학교 졸업식 꽃다발 예약시 플로랄데이즈 두 곳 매장은 물론 교내에서 무료 픽업가능하도록 준비해드려요.
매장 픽업시 전남대학교 학생증 제시하면
꽃다발 S사이즈 이상 구매시 쇼핑백/플라워푸드 서비스로 제공해드립니다 ^^
- 교내 픽업일시: 2월 26일 오전 9시 30분~ 10시
- 교내 픽업장소: 공대 시계탑(카페)앞 테라스
- 전남대학교 졸업꽃다발 혜택:
✔️ 무료 배송서비스
✔️ 꽃다발 M사이즈이상 구매시 쇼핑백증정
- 선물용 한송이꽃다발, 미니꽃다발 도 정성스럽게 준비해드립니다.
- 꽃다발 색감 및 사이즈 선택 가능(졸업식꽃다발은 특정 이미지상품 준비는 어려우실수있으니 이점 양해부탁드립니다.)
졸업식당일은 구매가 어려우실수있으니 23일까지 선예약부탁드립니다.
인생의 소중한 순간 졸업식 꽃다발 생화전문 플라워샵 플로랄데이즈와 함께하세요^^",https://everytime.kr/375182/v/331945576,False,True,False,828
"아이템을 직접 정하고, 판매할 수 있는 마케팅&세일즈 경진대회","창업보육센터
24/07/16 16:26
2024 LINC 3.0 마케팅 & 세일즈 경진대회를 소개합니다.
작년에는 아이템이 정해져서 단 한 가지의 제품만을 판매했다면,
올해는 더 다양한 아이템 중에서 여러분이 직접 선택해서 판매하고
스마트스토어를 운영하는 경진대회입니다.
많은 관심 부탁드립니다.
[이런 학생에게 추천해요!]
- 세일즈 마케팅을 직접 기획/실행하고 싶은 학생
- 창업을 꿈꾸는 학생
[경진대회 접수]
접수: 7월 15일 (월) ~ 31일 (수) 17시까지
대상: 전남대 재(휴)학생 2인 이상으로 구성된 팀
접수방법
STEP 1. 하단의 링크에서 참가 신청서, 기획서를 다운받고 작성한다.
STEP 2. 재학(휴학)증명서를 뽑는다.
STEP 3. 방문(G&R Hub 422호) 혹은 이메일(lkh0917@cibi.or.kr)로 참가신청서+기획서+재학(휴학)증명서를 보낸다!
[경진대회 진행]
1. 참가팀 OT 진행
2. 세일즈 마케팅 실전 교육
3. 팀별로 세일즈 마케팅 실시
4. 성과발표 및 시상식
[문의]
062-530-5085 또는 lkh0917@cibi.or.kr
[참가 신청서, 기획서 다운 링크]
http://startup.jnu.ac.kr/index.php?mid=board_MRLV57&document_srl=33087
자세한 내용은 링크에서 확인가능합니다! 많은 관심과 참여 부탁드립니다 :)",https://everytime.kr/375182/v/348965277,True,True,False,686
전대생 에띵구미 스티커 출시✨,"22/04/06 13:29
안녕하세요! 에브리띵이즈오케이입니다😊
이번에 전대생 구미 일상 스티커와 단대 스티커,
단대 리무버블 스티커 10종이 출시되었습니다 !
이번 리무버블 스티커에서 제외된 5종은
추후 출시될 예정입니다💦
에띵오 매장과 스마트스토어(업로드 예정)에서 구매 가능하세요🌸
굿즈로 출시되길 바라는 제품이 있다면 댓글로 말씀해주세요. 감사합니다😙
단대 리무버블 스티커 1,500원
전대생 에띵구미 일상 스티커 3,000원
단대 에띵구미 스티커 3,000원",https://everytime.kr/375182/v/244468847,False,True,False,261
전라도가 ㄹㅇ 웃긴게 실제로,"(알수없음)
25/09/20 01:52
복합쇼핑몰이 필요없다고 생각하는 사람들이 많이 있다는거. 여수순천광양은 전남 넘어서 국내에서 손꼽히는 부유한 생활권역인데 시민단체가 트레이더스 코스트코 다 쳐내서 코스트코 가려고 부산까지 가는 기형아같은 동네로 만들어놓음 호남소외론 매일같이 내세우며 중앙에 돈달라고 하는데 사실 민주화 이후론 정부가 호남을 소외시키는게 아니라 호남이 자체적으로 퇴보를 선택하는거임.... 언젠간 호남도 물갈이가 되었으면 좋겠다...",https://everytime.kr/375208/v/390313330,False,True,False,254
,"(알수없음)
20/04/06 00:34
안녕하세요 스물 일곱살 아재입니다. 원래 에타도 잘 안하고 학교 다닐때나 시간표 보는 용도로 썼었는데, 요새 생각이 너무 많아서 글이나 끄적이다가 자려구요 :)
제 나이쯤 되면 다들 똑같겠지만.. 스물 일곱 취준생이라는게 생각보다 많이 힘드네요. 지금 시국이 코로나 시국이라 더 그런 것 같기도 해요.
먼저 나이 이야기를 하고 싶은데 학교에선 많고, 회사에서는 적은 나이에요. 마음만은 스물셋 정도 되는 것 같은데, 더 이상 학생 때의 모습을 바라기엔 욕심이 너무 큰 것 같아요. 그런데 우리 동년배들.. 그렇게 생각하는 것 보다 아저씨아니고, 어른도 아니에요. 스무살이나 스물일곱이나 다 똑같으니까 학교에서 지나가다가 나이 많은 사람 있어도 무서워 할 필요 없어요. 오히려 우리가 거기 있어서 더 미안하고 무서워요😅 오빠 소리도 아직 좋아하구요.
그리고 취준생이라 돈 쓸일은 많이 없지만.. 그래도 공부하려면 돈이 필요하더라구요? 없으면 쪼들리는대로 불안하고, 나를 위해 쓰는 돈이 없으니 점점 초라해져요. 그런데 알바를 하자니 시간도 시간이지만 나이가 너무 많은 것 같고, 집에서 용돈 받아서 쓰긴 눈치보여요. 저희 집이 그렇게 잘 사는건 아니라서요😉 집안 사정도 복잡하고.. 가족들 다 떨어져서 저 혼자 사는데 이렇게 5년이 넘다보니 매일매일 월급날 계산해서 돈 쓰는것도 머리가 아파요🙃
마지막은 코로나인데.. 저는 운 좋게 코로나가 심하게 터지기 전 모 회사에서 인턴생활을 시작해서 하고 있지만 그래도 지금껏 준비 해 오던 자격증 시험들이 다 밀리고 밀려서 시간이 붕 떠버렸어요. 계획세워서 공부하고 끝내는게 좋은데, 의미없는 매일을 살고 있는 것 같아요. 출근해도 일이 없으니 책이나 읽고, 나가서 놀자니 불안하고, 여자친구도 헤어진지 좀 되서 남들 다 하는 연애도 못하네요ㅎㅎ.. 졸업하고 회사 다니니 새로운 인연도 없고~ 학교에선 아저씨, 회사에선 능력없는 학생이라서 맘에 드는 사람이 있어도 이도저도 못하겠어요. 그래서 다 포기했지만..ㅋㅋㅋ 아! 물론 돈도 없어요👌
쓰다보니 글이 길어졌네요. 혹시나 여기까지 읽어주셨다면 너무 감사드리고 부끄럽습니다. 저는 내일 출근해야해서 이만 자려고 노력 해 볼게요. 걱정이 많으면 잠이 잘 안오지만.. 재택근무를 안해주니 일찍 자려고 노력해야죠😅 그럼 모두 안녕, 우리 동년배들 힘내요!
(삭제)
삭제된 댓글입니다.
(알수없음)
고마워요 댓쓴씨😉
20/04/06 00:36",https://everytime.kr/386037/v/114318262,False,True,True,1213
내일부터 재택수업 시작인데,"(알수없음)
20/03/15 14:21
그럼 아침 일찍일어나서 수업시간처럼 출첵해야하는거임?
그런거 설명하나도 안나와있네 그냥 1주차수업 과제만 해서 그주 마지막까지 제출하면 끝인건가
(알수없음)",https://everytime.kr/375208/v/109292653,False,True,False,109
광주사람들은 왜 쇼핑몰 생기는 거 반대함?,"25/11/26 13:32
ㄹㅇ 타지인인데 신기하네",https://everytime.kr/375208/v/394828653,False,True,False,28
