source,keyword,title,description,full_text,link,pubDate,text_length,label,failure_score,story_score,noise_score,final_score,reason
naver_kin,재택부업 사기,무직 인 11달 정도 됩니다,... 실제로 아이들 학원비 마련으로 시작했다가 평생 연금성 소득을 목표로 일하는 분들도 많이 계세요 요즘 재택부업 사기 많잖아요~ 저는 대기업에서 시작한 일이라 믿고 시작했어요 하루 한시간만 투자하는거라 시간적으로...,무직 인 11달 정도 됩니다... 실제로 아이들 학원비 마련으로 시작했다가 평생 연금성 소득을 목표로 일하는 분들도 많이 계세요 요즘 재택부업 사기 많잖아요~ 저는 대기업에서 시작한 일이라 믿고 시작했어요 하루 한시간만 투자하는거라 시간적으로...,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=406&docId=404124617&qb=7J6s7YOd67aA7JeFIOyCrOq4sA==&enc=utf8,,138,unlabeled,4,25,0,29,1인칭+서사+실패 표현 충족
naver_kin,부업 손해,스마트스토어 부업 세금,제가 올해 스마트스토어를 부업으로 시작했는데요. 올해 5월달에 소소하게 매출이 있어요 10만원이내 원래는... 가지고만 있어도 손해보는게 전혀 없고 휴대폰으로 채굴하는 제2의 비트코인이라고 불리기 때문에 많은...,스마트스토어 부업 세금 제가 올해 스마트스토어를 부업으로 시작했는데요. 올해 5월달에 소소하게 매출이 있어요 10만원이내 원래는... 가지고만 있어도 손해보는게 전혀 없고 휴대폰으로 채굴하는 제2의 비트코인이라고 불리기 때문에 많은...,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40309&docId=447629513&qb=67aA7JeFIOyGkO2VtA==&enc=utf8,,132,unlabeled,4,25,0,29,1인칭+서사+실패 표현 충족
naver_kin,다단계 부업,집에서 하는 부업 소개 부탁드립니다.,... 하지만 헬로우드림은 다단계는 아니에요~ 저도 부업 많이 해봤지만 시간에 비해 노동력에 비해 정말 수익이 안되더라구요....ㅠㅠ 그래서 이일을 시작했어요.. 요즘은 부업까페들도 많아서 여러가지 손부업이 많이 있는것으로 알고...,집에서 하는 부업 소개 부탁드립니다.... 하지만 헬로우드림은 다단계는 아니에요~ 저도 부업 많이 해봤지만 시간에 비해 노동력에 비해 정말 수익이 안되더라구요....ㅠㅠ 그래서 이일을 시작했어요.. 요즘은 부업까페들도 많아서 여러가지 손부업이 많이 있는것으로 알고...,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=289181158&qb=64uk64uo6rOEIOu2gOyXhQ==&enc=utf8,,150,unlabeled,4,25,0,29,1인칭+서사+실패 표현 충족
naver_kin,부업 적자,극초기 부업없을까요,... 너무 적자더라고요 빚만 안저도 다행이다 싶엇지만 아이들이 커가면서 이건 아니다 싶었죠 그래서 고민 고민 하다가 재택부업을 시작했습니다 2~3개월 정도 고민하다가 계속 고민만 하다가는 안되겠단 생각에 드림큐로 결정했습니다....,극초기 부업없을까요... 너무 적자더라고요 빚만 안저도 다행이다 싶엇지만 아이들이 커가면서 이건 아니다 싶었죠 그래서 고민 고민 하다가 재택부업을 시작했습니다 2~3개월 정도 고민하다가 계속 고민만 하다가는 안되겠단 생각에 드림큐로 결정했습니다....,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=602060402&docId=206081139&qb=67aA7JeFIOyggeyekA==&enc=utf8,,140,unlabeled,4,25,0,29,1인칭+서사+실패 표현 충족
naver_kin,부업 후회,제가 20살인데요 집에서 하는 부업을 하고싶은데요...,... 재택. 부업에 관심이 생기셨으면 꼭 읽어보세요. 저도 일 시작전에 과연 믿을 수 있는 일인지.. 수개월을 고민끝에 시작하게 되었어요. 지금은 후회없이 정말 즐겁게 일하고 있답니다. 처음에는 30만원만 벌어보자하고 절실하게...,제가 20살인데요 집에서 하는 부업을 하고싶은데요...... 재택. 부업에 관심이 생기셨으면 꼭 읽어보세요. 저도 일 시작전에 과연 믿을 수 있는 일인지.. 수개월을 고민끝에 시작하게 되었어요. 지금은 후회없이 정말 즐겁게 일하고 있답니다. 처음에는 30만원만 벌어보자하고 절실하게...,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60805&docId=288529687&qb=67aA7JeFIO2bhO2ajA==&enc=utf8,,160,unlabeled,4,24,0,28,1인칭+서사+실패 표현 충족
naver_kin,부업 적자,주휴수당 관련,제가 공장을 운영했는데요 처음에는 외주가공비 즉 부업에서부터 시작 하다가 공장을 설립하여 운영을 하게 되었습니다. 3년정도 운영하다 적자가 심해 2015년 폐업을 결정하였습니다. 그런데 주휴수당을 지급하지 않았는데 2016년...,주휴수당 관련 제가 공장을 운영했는데요 처음에는 외주가공비 즉 부업에서부터 시작 하다가 공장을 설립하여 운영을 하게 되었습니다. 3년정도 운영하다 적자가 심해 2015년 폐업을 결정하였습니다. 그런데 주휴수당을 지급하지 않았는데 2016년...,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60802&docId=259823791&qb=67aA7JeFIOyggeyekA==&enc=utf8,,136,unlabeled,4,24,0,28,1인칭+서사+실패 표현 충족
naver_kin,투잡 후회,27살 직장인 투잡.......,"... 2주전에 결혼을 했는데 아파트들어가고 뭐하고뭐하고 하니까 월급으론 감당이 안되더라구요,,, 그래서 투잡을... 저도 첨엔 많이 고민하고 걱정하며 시작한 일이지만 지금은 그때 조금 더 빨리 시작했으면 좋았을걸... 하고 후회하거든...","27살 직장인 투잡.......... 2주전에 결혼을 했는데 아파트들어가고 뭐하고뭐하고 하니까 월급으론 감당이 안되더라구요,,, 그래서 투잡을... 저도 첨엔 많이 고민하고 걱정하며 시작한 일이지만 지금은 그때 조금 더 빨리 시작했으면 좋았을걸... 하고 후회하거든...",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=406&docId=182749045&qb=7Yis7J6hIO2bhO2ajA==&enc=utf8,,151,unlabeled,4,24,0,28,1인칭+서사+실패 표현 충족
naver_kin,부업 실패,블로그로 글쓰기로 부업을. 하려하는데요,... 안녕하세요~ 블로그로 글쓰기 부업 저도 해보았는데요 하는곳 마다 다르겠지만 제가 한곳은 원고작성하고... 지인영업 NO 물건사재기 NO 하다가 실패하더라도 리스크는 전혀 없는 일이기에 손해보거나 후회하시는 일 없을거에요...,블로그로 글쓰기로 부업을. 하려하는데요... 안녕하세요~ 블로그로 글쓰기 부업 저도 해보았는데요 하는곳 마다 다르겠지만 제가 한곳은 원고작성하고... 지인영업 NO 물건사재기 NO 하다가 실패하더라도 리스크는 전혀 없는 일이기에 손해보거나 후회하시는 일 없을거에요...,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=1060102&docId=416896263&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,150,unlabeled,12,18,0,30,1인칭+서사+실패 표현 충족
naver_kin,부업 사기,인스타 부업 사기,... 저는 그런식으로 총 2800만원 사기당했고 환불받은 금액도 없고 경찰에 했는데 수사종결되었고 결론은 없습니다. 저는 2800만원 대출받은거라서ㅠ 매달 대출금 갚기위해 부업을 시작했습니다. 저는 재택업무를 하고있어요....,인스타 부업 사기... 저는 그런식으로 총 2800만원 사기당했고 환불받은 금액도 없고 경찰에 했는데 수사종결되었고 결론은 없습니다. 저는 2800만원 대출받은거라서ㅠ 매달 대출금 갚기위해 부업을 시작했습니다. 저는 재택업무를 하고있어요....,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=602060402&docId=404398577&qb=67aA7JeFIOyCrOq4sA==&enc=utf8,,136,unlabeled,4,23,0,27,1인칭+서사+실패 표현 충족
naver_kin,재택부업 사기,재택부업 초보가 해도될까요?,"이미 쟁쟁하신 분들이 많은거 같은데 이제 막 시작하는 제가 낄 자리나 있을까싶어서요 ㅠㅠ 전 재택부업 경험 전혀... 다 사기인줄 알았는데요 리치패밀리는 진짜로 돈버는 사람 엄청 많더라구요 저는 첫 수당 세금3. 3% 때고 428, 300원...","재택부업 초보가 해도될까요? 이미 쟁쟁하신 분들이 많은거 같은데 이제 막 시작하는 제가 낄 자리나 있을까싶어서요 ㅠㅠ 전 재택부업 경험 전혀... 다 사기인줄 알았는데요 리치패밀리는 진짜로 돈버는 사람 엄청 많더라구요 저는 첫 수당 세금3. 3% 때고 428, 300원...",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=414382872&qb=7J6s7YOd67aA7JeFIOyCrOq4sA==&enc=utf8,,153,unlabeled,8,18,0,26,1인칭+서사+실패 표현 충족
naver_kin,부업 손해,리치패밀리 부업,... 그래서 저는 초비 없는 재택부업부터 시작하시고 배우시고 초비 있는 재택부업을 해보시면 늦지 않으실거예요 저도 초비 있는 재택부업을 해봤는데 손해만 봤어요 ㅠㅠ 멘토님을 잘 만나야 겠지만.... 잘 못만났던 것 같네요... 잘...,리치패밀리 부업... 그래서 저는 초비 없는 재택부업부터 시작하시고 배우시고 초비 있는 재택부업을 해보시면 늦지 않으실거예요 저도 초비 있는 재택부업을 해봤는데 손해만 봤어요 ㅠㅠ 멘토님을 잘 만나야 겠지만.... 잘 못만났던 것 같네요... 잘...,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60805&docId=419459625&qb=67aA7JeFIOyGkO2VtA==&enc=utf8,,140,unlabeled,6,24,0,30,1인칭+서사+실패 표현 충족
naver_kin,부업 후회,블로그로 글쓰기로 부업을. 하려하는데요,... 안녕하세요~ 블로그로 글쓰기 부업 저도 해보았는데요 하는곳 마다 다르겠지만 제가 한곳은 원고작성하고... 지인영업 NO 물건사재기 NO 하다가 실패하더라도 리스크는 전혀 없는 일이기에 손해보거나 후회하시는 일 없을거에요...,블로그로 글쓰기로 부업을. 하려하는데요... 안녕하세요~ 블로그로 글쓰기 부업 저도 해보았는데요 하는곳 마다 다르겠지만 제가 한곳은 원고작성하고... 지인영업 NO 물건사재기 NO 하다가 실패하더라도 리스크는 전혀 없는 일이기에 손해보거나 후회하시는 일 없을거에요...,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=1060102&docId=416896263&qb=67aA7JeFIO2bhO2ajA==&enc=utf8,,150,unlabeled,12,18,0,30,1인칭+서사+실패 표현 충족
naver_kin,부업 후회,"재택, 부업 아르바이트",... 이런저런 부업을 알아보다가 이건 정말 안하면 나중에 후회하겠다 싶어서 시작했는데요 찾아보니 온라인 부업이 정말 많더라구요 근데 제가 이 회사를 선택한 이유는 대기업에서 작정하고 시작했기 때문이에요 지금 시대는 쇼핑도...,"재택, 부업 아르바이트... 이런저런 부업을 알아보다가 이건 정말 안하면 나중에 후회하겠다 싶어서 시작했는데요 찾아보니 온라인 부업이 정말 많더라구요 근데 제가 이 회사를 선택한 이유는 대기업에서 작정하고 시작했기 때문이에요 지금 시대는 쇼핑도...",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=420821092&qb=67aA7JeFIO2bhO2ajA==&enc=utf8,,139,unlabeled,4,24,0,28,1인칭+서사+실패 표현 충족
naver_kin,투잡 손해,투잡 실업급여,"... 일하면서 투잡으로 돈을 벌수있는일은 어떠세요? 저도 몇 날 며칠 직장을 찾아 고민하다가 만난곳인데, 지금 시대에 비대면으로 일할수 있는 곳을 찾았고 손해 안 보고 리스크도 없다고 해서.. 시작했는데.. 진짜 돈이 되더라구요....","투잡 실업급여... 일하면서 투잡으로 돈을 벌수있는일은 어떠세요? 저도 몇 날 며칠 직장을 찾아 고민하다가 만난곳인데, 지금 시대에 비대면으로 일할수 있는 곳을 찾았고 손해 안 보고 리스크도 없다고 해서.. 시작했는데.. 진짜 돈이 되더라구요....",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080401&docId=400138719&qb=7Yis7J6hIOyGkO2VtA==&enc=utf8,,139,unlabeled,4,23,0,27,1인칭+서사+실패 표현 충족
naver_kin,부업 후회,봉투붙이기부업,"... 하면서 대포통장 사기를 당하시는 분들도 계시더라구요~ㅠㅠ.. 안전한 손부업꺼리를 찾았다 하더라도, 요샌, 보증금식으로해서 돈을 내고 시작하더라구요, 저는 그래서, 걍인터넷으로 하는거 했는데, 후회는 안하구 잘 하구있네요~","봉투붙이기부업... 하면서 대포통장 사기를 당하시는 분들도 계시더라구요~ㅠㅠ.. 안전한 손부업꺼리를 찾았다 하더라도, 요샌, 보증금식으로해서 돈을 내고 시작하더라구요, 저는 그래서, 걍인터넷으로 하는거 했는데, 후회는 안하구 잘 하구있네요~",https://kin.naver.com/qna/detail.naver?d1id=3&dirId=3&docId=214604095&qb=67aA7JeFIO2bhO2ajA==&enc=utf8,,134,unlabeled,8,18,0,26,1인칭+서사+실패 표현 충족
naver_kin,부업 적자,직장을 다니고있어도 가능한가요 투잡을,... 매달 적자생활이예요 아기 맡기고 일하기도 그래서 부업 시작하게되었는데요 여러부업 다 알아봤는데 제가하는거에 비해 비용이 장난아니더라구요 택도엄는 비용 ㅡㅡ 저도 남편 설득 끝에 비용 들어 시작했구요 지금은 수익...,직장을 다니고있어도 가능한가요 투잡을... 매달 적자생활이예요 아기 맡기고 일하기도 그래서 부업 시작하게되었는데요 여러부업 다 알아봤는데 제가하는거에 비해 비용이 장난아니더라구요 택도엄는 비용 ㅡㅡ 저도 남편 설득 끝에 비용 들어 시작했구요 지금은 수익...,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=298821268&qb=67aA7JeFIOyggeyekA==&enc=utf8,,144,unlabeled,4,28,4,28,1인칭+서사+실패 표현 충족
naver_kin,부업 손해,부업사기인것같아서요,재택부업을하게되었는데요 동생한데체크카드돈없는걸로달라고해서줬는데요 거기서오늘90십만원을넣어줬데요... 처음에 이런 홍보경험이나 블로그등 해본적 없는데 제가 할수 있을까요.. 손해만 보는건 아닐까요.. 등 우려하시던 분들도...,부업사기인것같아서요 재택부업을하게되었는데요 동생한데체크카드돈없는걸로달라고해서줬는데요 거기서오늘90십만원을넣어줬데요... 처음에 이런 홍보경험이나 블로그등 해본적 없는데 제가 할수 있을까요.. 손해만 보는건 아닐까요.. 등 우려하시던 분들도...,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=602060402&docId=216161930&qb=67aA7JeFIOyGkO2VtA==&enc=utf8,,136,unlabeled,10,17,0,27,1인칭+서사+실패 표현 충족
naver_kin,부업 후회,제가 부업으로유튜브를하고싶은데.. 얼마나해야...,... 이 부업을 시작하기 전엔 걱정반 의심반이었지만 그래도 안하는것보단 하고 후회하는게 나을거같아서 나한테 투자해보자라는 마음으로 시작했어요. 근데 이게 왠걸 집에서 부업으로 한달 천수익을 해내며 독립의 꿈까지...,제가 부업으로유튜브를하고싶은데.. 얼마나해야...... 이 부업을 시작하기 전엔 걱정반 의심반이었지만 그래도 안하는것보단 하고 후회하는게 나을거같아서 나한테 투자해보자라는 마음으로 시작했어요. 근데 이게 왠걸 집에서 부업으로 한달 천수익을 해내며 독립의 꿈까지...,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=107040205&docId=309960757&qb=67aA7JeFIO2bhO2ajA==&enc=utf8,,148,unlabeled,4,23,0,27,1인칭+서사+실패 표현 충족
naver_kin,투잡 사기,돈좀 되는 투잡일 뭐가 있나요?,... 없어서 투잡을 알아보고 있습니다. 어느정도 돈좀 될만한일 뭐가 있을까요 참고로 배달은 말고요 저는 집에서 쉽게 할 수 있는 온라인 마케팅 부업을 시작했는데요 온라인마케팅 홍보하는걸로 정말 돈이 될까?? 다 사기인줄...,돈좀 되는 투잡일 뭐가 있나요?... 없어서 투잡을 알아보고 있습니다. 어느정도 돈좀 될만한일 뭐가 있을까요 참고로 배달은 말고요 저는 집에서 쉽게 할 수 있는 온라인 마케팅 부업을 시작했는데요 온라인마케팅 홍보하는걸로 정말 돈이 될까?? 다 사기인줄...,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40613&docId=445630969&qb=7Yis7J6hIOyCrOq4sA==&enc=utf8,,143,unlabeled,4,22,4,22,1인칭+서사+실패 표현 충족
naver_kin,재택부업 사기,우리들의 작은일상카페 재택사기,... 눈앞에서 저도 재택부업 시작하면서 2번이나 사기 당했어요 2번이나 기초부터 가르쳐 주겠다 가족같이 챙기겠다 해 놓고 자료 대충 주고 연락 끊고 먹튀하더라구요 그래서 오기가 생겼죠 제가 사비들여서 차근 차근...,우리들의 작은일상카페 재택사기... 눈앞에서 저도 재택부업 시작하면서 2번이나 사기 당했어요 2번이나 기초부터 가르쳐 주겠다 가족같이 챙기겠다 해 놓고 자료 대충 주고 연락 끊고 먹튀하더라구요 그래서 오기가 생겼죠 제가 사비들여서 차근 차근...,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=1060304&docId=332330224&qb=7J6s7YOd67aA7JeFIOyCrOq4sA==&enc=utf8,,137,unlabeled,8,22,0,30,1인칭+서사+실패 표현 충족
naver_kin,부업 손해,틱톡부업사기 검색하다가 당한스토리가 똑같아서...,틱톡부업 저도 3만 5만 수익주다 고정시켜서 10 유도. 입금하니 3번해야준다며 30듸입금강요. 어렵게 넣었더니 실수해서 다손해봤다고 돈더내라더군요. 하라고 니가실수해서 안준거지 사기아니라며 명예회손으로 고소한다고... 속상해서...,틱톡부업사기 검색하다가 당한스토리가 똑같아서... 틱톡부업 저도 3만 5만 수익주다 고정시켜서 10 유도. 입금하니 3번해야준다며 30듸입금강요. 어렵게 넣었더니 실수해서 다손해봤다고 돈더내라더군요. 하라고 니가실수해서 안준거지 사기아니라며 명예회손으로 고소한다고... 속상해서...,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=1070402&docId=480899716&qb=67aA7JeFIOyGkO2VtA==&enc=utf8,,158,unlabeled,8,17,0,25,1인칭+서사+실패 표현 충족
naver_kin,부업 적자,새벽1시이후에 3~4시간정도할 부업거리없을까요?,"... 카드빚에 쪼들리고, 생활비 적자에 남편에게 손벌리기 눈치보이는 평범한 주부. 낭낭이~입니당~ v 도투락을... 저도 처음으로 접하는 재택부업, 그리고 직접적으로 처음 해보는 다단계!! 아, 물론 암 는 회원가입만 해놓았답니다...","새벽1시이후에 3~4시간정도할 부업거리없을까요?... 카드빚에 쪼들리고, 생활비 적자에 남편에게 손벌리기 눈치보이는 평범한 주부. 낭낭이~입니당~ v 도투락을... 저도 처음으로 접하는 재택부업, 그리고 직접적으로 처음 해보는 다단계!! 아, 물론 암 는 회원가입만 해놓았답니다...",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=198707605&qb=67aA7JeFIOyggeyekA==&enc=utf8,,158,unlabeled,4,22,0,26,1인칭+서사+실패 표현 충족
naver_kin,수익이 안 나,헬 부업하는데 수익이 안나요,고수익자 분들 보고 저도 그만큼은 아니여도 조금이라도 벌고자 시작했는데 시간이 아무리 지나도 수익이 안나요 멘토분께 물어봐도 딱히 뭐 없어요 그분은 이미 고수익자라... 꾸주히 수익 달성할 수 있는지 방법과 전략을 잡을 수...,헬 부업하는데 수익이 안나요 고수익자 분들 보고 저도 그만큼은 아니여도 조금이라도 벌고자 시작했는데 시간이 아무리 지나도 수익이 안나요 멘토분께 물어봐도 딱히 뭐 없어요 그분은 이미 고수익자라... 꾸주히 수익 달성할 수 있는지 방법과 전략을 잡을 수...,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=278321009&qb=7IiY7J217J20IOyViCDrgpg=&enc=utf8,,143,unlabeled,4,22,0,26,1인칭+서사+실패 표현 충족
