keyword,title,description,link,pubDate,question_score,experience_score,success_score,final_score,reason
부업 실패,부업 알선해주는곳없나요??,"... 여러번 부업엔 실패했지만 실패는 역시 경험이 되어서 이젠 경력이 되었네요. ㅎㅎ 드림큐 재택알바도 일반회사와 같아요.. 열심히 하는것도 중요하지만, 방법을 모르니 열심히 하는것이 힘들기만 했었던 적도 있었고.. 재택알바일은...",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=182624685&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,0,6,0,6,경험담 가능성 있으나 애매
부업 실패,23살 남자 직장인 부업으로 괜찮은것,... 타 부업을 실패했던 저는 1시간으로 과연 이게 가능할까? 진짜 돈을 벌 수 있을까? 싶었는데 정말 되더라구요! 집에서 육아하며 집안일하고 예쁜 카페가서 사진도 안 찍고 종일 핸드폰을 붙들고 있지도 않았는데 말이죠ㅎㅎ 팀으로...,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=1061203&docId=413654018&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,0,6,0,6,경험담 가능성 있으나 애매
부업 실패,카드영업 부업으로 하고싶은데 한달 최소 몇장해야되나요?,... 어떤 부업이든 실패와단점이 있기 마련이에요. 부업 시작전 멘토의 선택도 정~말 중요하죠. 멘토선택의 방법 역시 자세히 올려두었어요. ★솔직한 후기★ 보고 참고한다면 분명히 도움되실거에요. ★제블로그에 오시면...,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40401&docId=327683867&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,4,8,0,4,경험담 가능성 있으나 애매
부업 실패,틱톡부업 알바 사기,... 보내주신 이미지는 전형적인 **'팀미션 부업 사기'**의 협박 수단입니다. 그들이 소송을 걸 확률은 0%에 가깝습니다.... 그들은 지금 님을 낚으려다 실패하자 마지막으로 겁을 줘서 한 푼이라도 뜯어내려는 중입니다. 무시가 답입니다....,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60211&docId=492200239&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,0,8,0,8,경험담 가능성 있으나 애매
부업 실패,아기키우면서 할 수 있는 일이나 집에서 재택부업...,"... 다른 부업으로 실패를 했기에... 꼼꼼히 알아본 후 시작을 했어요 무엇보다 솔직하게 말씀을 드리자면, 일을 하는 방법을 오랫동안 몰랐어요. 아무도 알려주지 않았고, 혼자 배우는 과정에서 힘들었기도 했었답니다. 혼자서 울어본적도...",https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80105&docId=176571405&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,0,9,0,9,경험담 가능성 있으나 애매
부업 실패,부업조언구해요,... 어떤 부업이든 실패와단점이 있기 마련이에요. 부업 시작전 멘토의 선택도 정~말 중요하죠. 멘토선택의 방법 역시 자세히 올려두었어요. ★솔직한 후기★ 보고 참고한다면 분명히 도움되실거에요. ★제블로그에 오시면...,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080401&docId=333295388&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,0,7,0,7,경험담 가능성 있으나 애매
부업 실패,팀미션부업사기,"... 장우건 변호사 입니다 질문자님께서는 팀미션 형태의 부업을 명목으로 한 사기로 재산상 피해를 입으신 것으로 보입니다. 반복 과제를 통해 소액 수익을 미끼로 신뢰를 쌓은 뒤 점차 더 큰 금액의 선입금을 요구하고, 미션 실패나...",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=602060402&docId=491810428&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,4,8,0,4,경험담 가능성 있으나 애매
부업 실패,여기저기 재택부업으로 검색하다보면 청담교육 e-ma,... 아이 셋 키우면서 외벌이로 너무 힘든상황이라 초기비용이니 마케팅공부니하면서 이런저런 재택부업으로 실패를 많이 본터라 정말 조심스럽네요ㅜㅜ 홍보하실분들은 제발 글남기지 말아주세요ㅜㅜ 본인들 수수료 조금이라도...,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40703&docId=293629128&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,0,7,0,7,경험담 가능성 있으나 애매
부업 실패,부업으로 빚을갚으려다 실패를하엿고..,부업으로 빚을갚으려다 실패를하엿고... 예를들어 헬드.. 빚이잇는데 부모님이 헬드하는거 아시고 사기라고 하셔서 혼낫습니다 빚도그르고 사기당한이후로정신장애를 앓고 잇는게 심해지고 사람조차 무서워졋어요 부모님은...,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6100105&docId=299673470&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,0,9,0,9,경험담 가능성 있으나 애매
부업 실패,오십프로펀 부업 어떤가요? 요새 많은,... 요새 많은 부업이 있는데 평좀 부탁드려요~ 부업 광고 모두 신고합니다!> 저두 많은 부업도 알아보고 실패도 해보았어요 근데 현재는 초기비용 가장 안전하게 무리없이 회수하면서 이만큼 지원해주는곳은 없더라구요 흐름따라...,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110703&docId=306840874&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,4,9,0,5,경험담 가능성 있으나 애매
부업 실패,초기자금없는 폰부업,... 어떤 부업이든 실패와단점이 있기 마련이에요. 부업 시작전 멘토의 선택도 정~말 중요하죠. 멘토선택의 방법 역시 자세히 올려두었어요. ★솔직한 후기★ 보고 참고한다면 분명히 도움되실거에요. ★제블로그에 오시면...,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=332998444&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,0,7,0,7,경험담 가능성 있으나 애매
부업 실패,오전에 할 수 있는 부업 중,... 어떤 부업이든 실패와단점이 있기 마련이에요. 부업 시작전 멘토의 선택도 정~말 중요하죠. 멘토선택의 방법 역시 자세히 올려두었어요. ★솔직한 후기★ 보고 참고한다면 분명히 도움되실거에요. ★제블로그에 오시면...,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080401&docId=331566939&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,0,7,0,7,경험담 가능성 있으나 애매
부업 실패,당구장에서 부업할려고 하는데 좋은게 있나요,... 어떤 부업이든 실패와단점이 있기 마련이에요. 부업 시작전 멘토의 선택도 정~말 중요하죠. 멘토선택의 방법 역시 자세히 올려두었어요. ★솔직한 후기★ 보고 참고한다면 분명히 도움되실거에요. ★제블로그에 오시면...,https://kin.naver.com/qna/detail.naver?d1id=10&dirId=100108&docId=327894822&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,0,7,0,7,경험담 가능성 있으나 애매
부업 실패,부업 관련해서 본 질문 해석 부탁드립니다,... 맞춤 인형제작 부업은 사실 부업계에서도 성공하기가 쉽지 않아요 ㅠ 저도 10년전 부업이란 부업은 다 해 보았지만 실패도 격어보고 여러방법을 시도한결과 지금 회사를 만나 간단한 타이핑으로 고수익을 내고 있구요 .집에서 앉아서...,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=31503&docId=441620249&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,4,8,2,2,경험담 가능성 있으나 애매
부업 실패,제가 본업이 아미고 부업이 비비씬데...,"... 부업에 실패 경험이 있어 망설이시나요? 직장인 혹은 살림과 육아를 병행하는 주부라 많은 시간을 투자할수없을까봐 불안하신가요? 위에 포함되어 계신분들일수록 이사업을 더 권해드립니다. 홍보방법은 물론이며, 모든...",https://kin.naver.com/qna/detail.naver?d1id=3&dirId=302140101&docId=198925149&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,0,9,0,9,경험담 가능성 있으나 애매
부업 실패,"4대보험이 되어있는 상태에서 부업(인방,배달 등 )",... 너무 다행히 좋은 멘토님 만나서~ 첫부업에 실패 포기 없이~ 꾸준히 매주 의외로 쉽게 돈버는중이죠~ 가족에게 인정받구요~^^ 완전 성공한 케이스구요~ 좋은 고수익자분 멘토님의 노하우 방법을 제것으로 만들어가면서~ 개개인의...,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=61004&docId=387637792&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,0,6,2,4,경험담 가능성 있으나 애매
부업 실패,쿠팡셀러입점,"... 부업실패로 어떤거해볼까하다가 쿠팡셀러대해서 궁금합니다 안녕하세요. 상세페이지 제작 전문기업 기획공방입니다. 쿠팡셀러 초기비용은 정말 사람마다 차이가 큰 편이지만, 보통은 상품을 얼마나 들여오느냐에 따라 가장...",https://kin.naver.com/qna/detail.naver?d1id=1&dirId=1061201&docId=476479108&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,4,7,0,3,경험담 가능성 있으나 애매
부업 실패,원주 손부업구해요,"... 다른 부업으로 실패를 했기에... 꼼꼼히 알아본 후 시작을 했어요 무엇보다 솔직하게 말씀을 드리자면, 일을 하는 방법을 오랫동안 몰랐어요. 아무도 알려주지 않았고, 혼자 배우는 과정에서 힘들었기도 했었답니다. 혼자서 울어본적도...",https://kin.naver.com/qna/detail.naver?d1id=12&dirId=120806&docId=176608567&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,0,8,0,8,경험담 가능성 있으나 애매
부업 실패,남양주시 부업 찾아요,"... 여러번 부업엔 실패했지만 실패는 역시 경험이 되어서 이젠 경력이 되었네요. ㅎㅎ 드림큐 재택알바도 일반회사와 같아요.. 열심히 하는것도 중요하지만, 방법을 모르니 열심히 하는것이 힘들기만 했었던 적도 있었고.. 재택알바일은...",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=4&docId=181070597&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,0,6,0,6,경험담 가능성 있으나 애매
부업 실패,아지트샵 등등 재택부업 실제 실패사례들은 어떤것들이...,무슨 내 수익이 얼마다 나같은 멘토가 중요하다 하는 말들은 관심없구요 실제 해보신 분들중 이런 부분때문에 실패했다라는 정보 있으신분 계신가요? 안녕하세요 질문자님 : ) 현재 집에서 재택부업을 하고 있는 차니라고 합니다! 저의...,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40613&docId=286234429&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,4,9,0,5,경험담 가능성 있으나 애매
부업 실패,인스타그램 하다보면 부업글 많은데 어,... 어떤 부업이든 실패와단점이 있기 마련이에요. 부업 시작전 멘토의 선택도 정~말 중요하죠. 멘토선택의 방법 역시 자세히 올려두었어요. ★솔직한 후기★ 보고 참고한다면 분명히 도움되실거에요. ★제블로그에 오시면...,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=1061203&docId=329703524&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,0,7,0,7,경험담 가능성 있으나 애매
부업 실패,쿠팡셀러 궁금합니다,안녕하세요~ 부업 실패하고나서 부업에 초기비용 너무많이썻습니다~ 쿠팡셀러 해보려고하는데 하시는분들은 어떠신가요?? 초기비용 많이드나요?? 제가 관리를 잘 못할것같아서 걱정입니다~ 하고있는분들이면 좋은정보 부탁드립니다...,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=11003&docId=476477459&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,4,7,0,3,경험담 가능성 있으나 애매
부업 실패,재택부업 욜로샵? 요즘 많이보이던데,"... 재택부업,재택알바 실패하지 않는 방법에 대해 솔직히 말씀드릴게요. 멘토 선택없이 그냥 가입을 하시게되면 도움을 줄 멘토가 따로없다보니 솔직히 막막하고 힘들며 수익내기가 오랜 시간이 걸리는건 어쩔수 없더라구요~ 노하우가...",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40613&docId=309217893&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,0,6,0,6,경험담 가능성 있으나 애매
부업 실패,안동부업거리찾기,"... 성공한 부업도, 실패한 부업도 있었기 때문에 경험으로 말씀드릴 수 있어요. 아주 쉽다, 무조건 돈 벌 수 있다, 같은 사탕발림 말은 조심하셔야 한답니다. 부업에도 흐름이 있는데 지금은 기존방식의 수익구조는 힘들어요. 한달내내...",https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121107&docId=197698734&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,0,6,2,4,경험담 가능성 있으나 애매
부업 실패,재택부업 해보려고하는데요 남자입니다.,"... 재택부업,재택알바 실패하지 않는 방법에 대해 솔직히 말씀드릴게요. 멘토 선택없이 그냥 가입을 하시게되면 도움을 줄 멘토가 따로없다보니 솔직히 막막하고 힘들며 수익내기가 오랜 시간이 걸리는건 어쩔수 없더라구요~ 노하우가...",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40613&docId=309217746&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,0,6,0,6,경험담 가능성 있으나 애매
부업 실패,인스타부업,... 어떤 부업이든 실패와단점이 있기 마련이에요. 부업 시작전 멘토의 선택도 정~말 중요하죠. 멘토선택의 방법 역시 자세히 올려두었어요. ★솔직한 후기★ 보고 참고한다면 분명히 도움되실거에요. ★제블로그에 오시면...,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=331542080&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,0,7,0,7,경험담 가능성 있으나 애매
부업 실패,헬로우드림 부업신청,"... 재택부업,재택알바 실패하지 않는 방법에 대해 솔직히 말씀드릴게요. 멘토 선택없이 그냥 가입을 하시게되면 도움을 줄 멘토가 따로없다보니 솔직히 막막하고 힘들며 수익내기가 오랜 시간이 걸리는건 어쩔수 없더라구요~ 노하우가...",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40613&docId=309234897&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,0,6,0,6,경험담 가능성 있으나 애매
부업 실패,재택으로 부업 구하기,... 어떤 부업이든 실패와단점이 있기 마련이에요. 부업 시작전 멘토의 선택도 정~말 중요하죠. 멘토선택의 방법 역시 자세히 올려두었어요. ★솔직한 후기★ 보고 참고한다면 분명히 도움되실거에요. ★제블로그에 오시면...,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=406&docId=331753267&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,0,9,0,9,경험담 가능성 있으나 애매
부업 실패,집에서 짬짬이 부업할만한거 없을까요?,"... 성공한 부업도, 실패한 부업도 있었기 때문에 경험으로 말씀드릴 수 있어요. 아주 쉽다, 무조건 돈 벌 수 있다, 같은 사탕발림 말은 조심하셔야 한답니다. 부업에도 흐름이 있는데 지금은 기존방식의 수익구조는 힘들어요. 한달내내...",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=197682798&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,0,6,2,4,경험담 가능성 있으나 애매
부업 실패,공도에 부업할만곳 업을까요? 추천좀해주세요,... 어떤 부업이든 실패와단점이 있기 마련이에요. 부업 시작전 멘토의 선택도 정~말 중요하죠. 멘토선택의 방법 역시 자세히 올려두었어요. ★솔직한 후기★ 보고 참고한다면 분명히 도움되실거에요. ★제블로그에 오시면...,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110103&docId=332881963&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,4,8,0,4,경험담 가능성 있으나 애매
부업 실패,부업으로 투자방법,... 너무 다행히 좋은 멘토님 만나서~ 첫부업에 실패 포기 없이~ 꾸준히 매주 의외로 쉽게 돈버는중이죠~ 가족에게 인정받구요~^^ 완전 성공한 케이스구요~ 좋은 고수익자분 멘토님의 노하우 방법을 제것으로 만들어가면서~ 개개인의...,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=401&docId=374589917&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,0,7,2,5,경험담 가능성 있으나 애매
부업 실패,집에서 하는 부업 할만한거 없나요?,... 타 부업을 여러번 실패했던 저는 하루 1시간으로 과연 이게 가능할까? 진짜 돈을 벌 수 있을까? 의심했었는데 정말 되더라구요! 팀으로 진행하고 있어서 하루 1~2시간씩 알려주시는대로 꾸준히 따라하시면 평생 연금소득을 받을 수...,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40609&docId=428960266&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,0,6,0,6,경험담 가능성 있으나 애매
부업 실패,교원더오름 부업에 대해서,... 너무 다행히 좋은 멘토님 만나서~ 첫부업에 실패 포기 없이~ 꾸준히 매주 의외로 쉽게 돈버는중이죠~ 가족에게 인정받구요~^^ 완전 성공한 케이스구요~ 좋은 고수익자분 멘토님의 노하우 방법을 제것으로 만들어가면서~ 개개인의...,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=704&docId=408271244&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,0,6,2,4,경험담 가능성 있으나 애매
부업 실패,부업을 시작하려 하는데요.,... 안녕하세요.재택부업을 찾고 계시네요^^ 어떤 부업이든 실패와단점이 있기 마련이에요. ★솔직한 후기★를 보고 시작하세요 ★제블로그에 오시면 ★★★★★★실패와 단점 ★★★★★★ 모두모두 적어두었으니 보고 하시면 분명...,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=324027169&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,0,9,0,9,경험담 가능성 있으나 애매
부업 실패,손부업 재택 부업,... 너무 다행히 좋은 멘토님 만나서~ 첫부업에 실패 포기 없이~ 꾸준히 매주 의외로 쉽게 돈버는중이죠~ 가족에게 인정받구요~^^ 완전 성공한 케이스구요~ 좋은 고수익자분 멘토님의 노하우 방법을 제것으로 만들어가면서~ 개개인의...,https://kin.naver.com/qna/detail.naver?d1id=12&dirId=120919&docId=419090040&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,0,7,2,5,경험담 가능성 있으나 애매
부업 실패,저두 인테넷 부업을 하고 싶은데 조언 부탁드려염 ^^,... 어떤 부업이든 실패와단점이 있기 마련이에요. 부업 시작전 멘토의 선택도 정~말 중요하죠. 멘토선택의 방법 역시 자세히 올려두었어요. ★솔직한 후기★ 보고 참고한다면 분명히 도움되실거에요. ★제블로그에 오시면...,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=106866452&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,0,7,0,7,경험담 가능성 있으나 애매
부업 실패,집에서 핸드폰으로 할수있는 부업있나요 ㅠㅠ,... 어떤 부업이든 실패와단점이 있기 마련이에요. 부업 시작전 멘토의 선택도 정~말 중요하죠. 멘토선택의 방법 역시 자세히 올려두었어요. ★솔직한 후기★ 보고 참고한다면 분명히 도움되실거에요. ★제블로그에 오시면...,https://kin.naver.com/qna/detail.naver?d1id=12&dirId=120923&docId=329359851&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,0,7,0,7,경험담 가능성 있으나 애매
부업 실패,재택알바 부업 후기 궁금해요,"... ㅡ부업에 실패해보신분 ㅡ부업은 하고있지만 소득이 없으신분 ㅡ안전한 부업을 원하시는분 ㅡ전문적인 온라인마케팅 교육을 받고싶으신분 ㅡ안정적인 수입을 원하시는분 ㅡ시간,장소 제약없이 자유롭게 일하시고 싶으신분...",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=418343681&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,4,6,0,2,경험담 가능성 있으나 애매
부업 실패,주부 부업 해보신분 ㅠㅠㅠ 주부 부업 후기,... 어떤 부업이든 실패와단점이 있기 마련이에요. 부업 시작전 멘토의 선택도 정~말 중요하죠. 멘토선택의 방법 역시 자세히 올려두었어요. ★솔직한 후기★ 보고 참고한다면 분명히 도움되실거에요. ★제블로그에 오시면...,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110103&docId=332920769&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,0,8,0,8,경험담 가능성 있으나 애매
부업 실패,부업을 시작할려고하는데 어떤방법이있을,... 어떤 부업이든 실패와단점이 있기 마련이에요. 부업 시작전 멘토의 선택도 정~말 중요하죠. 멘토선택의 방법 역시 자세히 올려두었어요. ★솔직한 후기★ 보고 참고한다면 분명히 도움되실거에요. ★제블로그에 오시면...,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=327170515&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,0,7,0,7,경험담 가능성 있으나 애매
부업 실패,부업추천해주세요!! 추가수입이랑 파이프라인을 만들고...,... ^^ 그러다 정말 돈을 벌 수 있는 부업을 찾았는데 이미 타 부업을 여러번 실패했던 저는 하루 1시간으로 과연 이게 가능할까? 진짜 돈을 벌 수 있을까? 의심했었는데 정말 되더라구요! 팀으로 진행하고 있어서 하루 1~2시간씩...,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=430183724&qb=67aA7JeFIOyLpO2MqA==&enc=utf8,,4,8,0,4,경험담 가능성 있으나 애매
